Running ibex deisgn in sky130hs
5000 runs will be executed
['CLK_PERIOD', 'CORE_UTILIZATION', 'ASPECT_RATIO', 'GP_PAD', 'DP_PAD', 'LAYER_ADJUST', 'PLACE_DENSITY', 'FLATTEN', 'ABC_CLOCK_PERIOD', 'PINS_DISTANCE', 'CTS_CLUSTER_SIZE', 'CTS_CLUSTER_DIAMETER', 'GR_OVERFLOW']
[6.2034, 32.0, 0.774, 2.0, 4.0, 0.6, 0.22, 0.0, 5000.0, 2.0, 22.0, 100.0, 1.0]
[7.0748, 28.0, 0.887, 2.0, 3.0, 0.2, 0.34, 1.0, 5000.0, 2.0, 22.0, 118.0, 1.0]
[6.1874, 33.0, 0.788, 1.0, 1.0, 0.2, 0.24, 0.0, 5000.0, 3.0, 39.0, 113.0, 1.0]
[5.2144, 31.0, 0.958, 3.0, 1.0, 0.5, 0.41, 1.0, 5000.0, 2.0, 39.0, 108.0, 1.0]
[5.8859, 29.0, 0.926, 4.0, 3.0, 0.4, 0.16, 0.0, 5000.0, 2.0, 36.0, 84.0, 1.0]
[5.3945, 34.0, 0.984, 3.0, 3.0, 0.3, 0.61, 1.0, 5000.0, 2.0, 15.0, 111.0, 1.0]
[5.6135, 32.0, 0.956, 2.0, 2.0, 0.1, 0.74, 1.0, 5000.0, 2.0, 32.0, 95.0, 1.0]
[6.1012, 30.0, 0.794, 0.0, 1.0, 0.3, 0.12, 1.0, 5000.0, 3.0, 31.0, 101.0, 1.0]
[5.1905, 29.0, 0.896, 0.0, 2.0, 0.1, 0.16, 0.0, 5000.0, 2.0, 24.0, 106.0, 1.0]
[5.8523, 31.0, 0.93, 2.0, 3.0, 0.5, 0.43, 1.0, 5000.0, 2.0, 31.0, 104.0, 1.0]
[7.9299, 34.0, 0.746, 3.0, 2.0, 0.2, 0.58, 0.0, 5000.0, 1.0, 30.0, 120.0, 1.0]
[6.1596, 31.0, 0.963, 1.0, 2.0, 0.3, 0.55, 1.0, 5000.0, 2.0, 26.0, 111.0, 1.0]
[7.5042, 30.0, 1.0, 0.0, 1.0, 0.2, 0.46, 1.0, 5000.0, 1.0, 33.0, 84.0, 1.0]
[5.4416, 28.0, 0.978, 4.0, 2.0, 0.7, 0.9, 0.0, 5000.0, 3.0, 17.0, 94.0, 1.0]
[5.4587, 31.0, 0.805, 0.0, 1.0, 0.3, 0.17, 0.0, 5000.0, 2.0, 23.0, 84.0, 1.0]
[5.6713, 29.0, 0.825, 1.0, 0.0, 0.1, 0.86, 0.0, 5000.0, 1.0, 23.0, 110.0, 1.0]
[6.0602, 29.0, 0.731, 1.0, 2.0, 0.6, 0.75, 1.0, 5000.0, 3.0, 35.0, 89.0, 1.0]
[5.8874, 33.0, 0.72, 0.0, 0.0, 0.2, 0.57, 0.0, 5000.0, 2.0, 11.0, 112.0, 1.0]
[6.5934, 30.0, 0.945, 4.0, 1.0, 0.5, 0.89, 1.0, 5000.0, 1.0, 38.0, 103.0, 1.0]
[7.0931, 32.0, 0.736, 2.0, 1.0, 0.6, 0.46, 0.0, 5000.0, 1.0, 17.0, 99.0, 1.0]
[7.2449, 31.0, 0.92, 2.0, 0.0, 0.5, 0.14, 1.0, 5000.0, 1.0, 25.0, 87.0, 1.0]
[7.4972, 30.0, 0.955, 1.0, 2.0, 0.7, 0.16, 1.0, 5000.0, 2.0, 12.0, 108.0, 1.0]
[6.5918, 31.0, 0.988, 4.0, 1.0, 0.5, 0.21, 1.0, 5000.0, 1.0, 11.0, 97.0, 1.0]
[6.1685, 31.0, 0.936, 4.0, 0.0, 0.4, 0.86, 0.0, 5000.0, 1.0, 18.0, 106.0, 1.0]
[7.275, 30.0, 0.93, 4.0, 2.0, 0.6, 0.34, 0.0, 5000.0, 3.0, 28.0, 104.0, 1.0]
[5.5505, 28.0, 0.754, 2.0, 2.0, 0.1, 0.55, 0.0, 5000.0, 2.0, 21.0, 112.0, 1.0]
[5.8736, 35.0, 0.755, 1.0, 1.0, 0.3, 0.43, 0.0, 5000.0, 2.0, 40.0, 100.0, 1.0]
[5.0363, 29.0, 0.924, 2.0, 4.0, 0.3, 0.88, 0.0, 5000.0, 3.0, 29.0, 103.0, 1.0]
[6.5942, 29.0, 0.785, 3.0, 1.0, 0.4, 0.21, 0.0, 5000.0, 3.0, 20.0, 101.0, 1.0]
[6.5355, 34.0, 0.784, 1.0, 3.0, 0.6, 0.44, 1.0, 5000.0, 1.0, 32.0, 95.0, 1.0]
[6.5545, 30.0, 0.969, 2.0, 2.0, 0.4, 0.81, 1.0, 5000.0, 3.0, 38.0, 86.0, 1.0]
[5.1746, 26.0, 0.86, 2.0, 1.0, 0.3, 0.29, 1.0, 5000.0, 3.0, 13.0, 99.0, 1.0]
[7.5866, 35.0, 0.863, 2.0, 2.0, 0.3, 0.9, 0.0, 5000.0, 3.0, 24.0, 113.0, 1.0]
[5.1952, 30.0, 0.839, 1.0, 2.0, 0.3, 0.91, 1.0, 5000.0, 2.0, 27.0, 91.0, 1.0]
[5.3665, 35.0, 0.837, 1.0, 1.0, 0.4, 0.74, 0.0, 5000.0, 3.0, 37.0, 103.0, 1.0]
[5.5298, 32.0, 0.802, 4.0, 1.0, 0.6, 0.56, 1.0, 5000.0, 2.0, 26.0, 95.0, 1.0]
[6.1198, 36.0, 0.923, 1.0, 3.0, 0.5, 0.15, 0.0, 5000.0, 2.0, 34.0, 109.0, 1.0]
[6.399, 31.0, 0.836, 0.0, 2.0, 0.1, 0.96, 1.0, 5000.0, 1.0, 12.0, 109.0, 1.0]
[6.625, 25.0, 0.863, 2.0, 2.0, 0.6, 0.73, 0.0, 5000.0, 2.0, 37.0, 111.0, 1.0]
[5.8139, 30.0, 0.908, 3.0, 4.0, 0.5, 0.37, 0.0, 5000.0, 1.0, 39.0, 95.0, 1.0]
[7.7091, 30.0, 0.719, 1.0, 3.0, 0.2, 0.59, 0.0, 5000.0, 1.0, 34.0, 116.0, 1.0]
[6.524, 29.0, 0.747, 0.0, 4.0, 0.6, 0.37, 1.0, 5000.0, 2.0, 17.0, 119.0, 1.0]
[7.2537, 35.0, 0.921, 2.0, 0.0, 0.1, 0.56, 0.0, 5000.0, 2.0, 31.0, 95.0, 1.0]
[6.5991, 33.0, 0.984, 1.0, 2.0, 0.1, 0.18, 0.0, 5000.0, 3.0, 26.0, 105.0, 1.0]
[6.7328, 27.0, 0.97, 3.0, 1.0, 0.2, 0.75, 1.0, 5000.0, 2.0, 20.0, 85.0, 1.0]
[6.6582, 32.0, 0.736, 0.0, 0.0, 0.5, 0.64, 0.0, 5000.0, 3.0, 18.0, 109.0, 1.0]
[7.9423, 33.0, 0.773, 2.0, 1.0, 0.4, 0.52, 1.0, 5000.0, 3.0, 40.0, 99.0, 1.0]
[6.1245, 32.0, 0.791, 3.0, 2.0, 0.4, 0.84, 0.0, 5000.0, 2.0, 37.0, 115.0, 1.0]
[5.761, 29.0, 0.991, 2.0, 1.0, 0.2, 0.61, 1.0, 5000.0, 2.0, 39.0, 112.0, 1.0]
[6.9228, 31.0, 0.764, 0.0, 3.0, 0.1, 0.54, 1.0, 5000.0, 2.0, 18.0, 88.0, 1.0]
[6.0691, 31.0, 0.763, 1.0, 2.0, 0.3, 0.56, 1.0, 5000.0, 1.0, 11.0, 87.0, 1.0]
[5.2921, 32.0, 0.847, 3.0, 1.0, 0.6, 0.25, 1.0, 5000.0, 1.0, 35.0, 119.0, 1.0]
[5.1366, 34.0, 0.799, 3.0, 0.0, 0.4, 0.38, 0.0, 5000.0, 2.0, 29.0, 114.0, 1.0]
[5.4834, 27.0, 0.789, 2.0, 1.0, 0.5, 0.91, 0.0, 5000.0, 3.0, 32.0, 102.0, 1.0]
[5.9722, 33.0, 0.954, 0.0, 0.0, 0.5, 0.87, 0.0, 5000.0, 3.0, 36.0, 109.0, 1.0]
[5.7259, 30.0, 0.88, 1.0, 4.0, 0.6, 0.61, 1.0, 5000.0, 2.0, 34.0, 83.0, 1.0]
[6.1976, 33.0, 0.748, 3.0, 1.0, 0.2, 0.81, 1.0, 5000.0, 2.0, 30.0, 92.0, 1.0]
[7.0667, 31.0, 0.779, 2.0, 4.0, 0.6, 0.88, 0.0, 5000.0, 2.0, 24.0, 94.0, 1.0]
[5.9442, 30.0, 0.932, 2.0, 2.0, 0.5, 0.2, 0.0, 5000.0, 1.0, 10.0, 119.0, 1.0]
[7.2614, 26.0, 0.988, 2.0, 1.0, 0.5, 0.64, 1.0, 5000.0, 2.0, 18.0, 108.0, 1.0]
[5.7645, 27.0, 0.979, 2.0, 1.0, 0.3, 0.35, 0.0, 5000.0, 3.0, 11.0, 88.0, 1.0]
[7.3274, 29.0, 0.844, 1.0, 1.0, 0.6, 0.71, 0.0, 5000.0, 2.0, 24.0, 91.0, 1.0]
[5.9256, 28.0, 0.724, 1.0, 4.0, 0.6, 0.96, 0.0, 5000.0, 2.0, 19.0, 113.0, 1.0]
[6.292, 30.0, 0.989, 2.0, 3.0, 0.4, 0.36, 1.0, 5000.0, 2.0, 17.0, 120.0, 1.0]
[5.9114, 25.0, 0.862, 4.0, 2.0, 0.4, 0.98, 1.0, 5000.0, 1.0, 34.0, 85.0, 1.0]
[5.3603, 30.0, 0.959, 2.0, 3.0, 0.4, 0.4, 0.0, 5000.0, 1.0, 33.0, 113.0, 1.0]
[6.4701, 35.0, 0.776, 2.0, 3.0, 0.5, 0.3, 0.0, 5000.0, 2.0, 36.0, 81.0, 1.0]
[5.2224, 30.0, 0.756, 2.0, 1.0, 0.6, 0.54, 0.0, 5000.0, 2.0, 16.0, 83.0, 1.0]
[6.2107, 33.0, 0.917, 3.0, 0.0, 0.2, 0.18, 1.0, 5000.0, 2.0, 30.0, 82.0, 1.0]
[6.5752, 26.0, 0.809, 4.0, 4.0, 0.7, 0.86, 0.0, 5000.0, 2.0, 21.0, 101.0, 1.0]
[6.5403, 27.0, 0.868, 1.0, 3.0, 0.4, 0.53, 0.0, 5000.0, 2.0, 32.0, 86.0, 1.0]
[6.9171, 29.0, 0.975, 1.0, 3.0, 0.3, 0.7, 0.0, 5000.0, 2.0, 27.0, 111.0, 1.0]
[5.9902, 30.0, 0.99, 1.0, 3.0, 0.6, 0.38, 0.0, 5000.0, 1.0, 25.0, 89.0, 1.0]
[5.2841, 26.0, 0.96, 3.0, 4.0, 0.6, 0.53, 1.0, 5000.0, 2.0, 31.0, 104.0, 1.0]
[5.6089, 27.0, 0.832, 3.0, 4.0, 0.2, 0.62, 0.0, 5000.0, 1.0, 34.0, 116.0, 1.0]
[5.1891, 38.0, 0.864, 1.0, 0.0, 0.7, 0.22, 0.0, 5000.0, 1.0, 31.0, 96.0, 1.0]
[6.26, 31.0, 0.966, 1.0, 0.0, 0.6, 0.35, 1.0, 5000.0, 2.0, 33.0, 114.0, 1.0]
[5.9654, 32.0, 0.993, 2.0, 1.0, 0.3, 0.91, 0.0, 5000.0, 2.0, 27.0, 110.0, 1.0]
[6.7611, 29.0, 0.815, 0.0, 0.0, 0.2, 0.45, 0.0, 5000.0, 3.0, 25.0, 113.0, 1.0]
[6.9459, 32.0, 0.754, 3.0, 0.0, 0.4, 0.52, 0.0, 5000.0, 2.0, 35.0, 110.0, 1.0]
[6.7719, 27.0, 0.715, 2.0, 4.0, 0.2, 0.47, 1.0, 5000.0, 1.0, 33.0, 101.0, 1.0]
[5.9112, 26.0, 0.937, 2.0, 1.0, 0.3, 0.86, 0.0, 5000.0, 3.0, 16.0, 112.0, 1.0]
[6.3022, 26.0, 0.807, 1.0, 3.0, 0.7, 0.7, 1.0, 5000.0, 3.0, 23.0, 94.0, 1.0]
[5.3268, 27.0, 0.898, 1.0, 2.0, 0.6, 0.92, 1.0, 5000.0, 2.0, 32.0, 82.0, 1.0]
[6.949, 32.0, 0.82, 1.0, 2.0, 0.5, 0.33, 0.0, 5000.0, 2.0, 16.0, 107.0, 1.0]
[5.6418, 34.0, 0.808, 2.0, 0.0, 0.5, 0.24, 1.0, 5000.0, 3.0, 32.0, 106.0, 1.0]
[6.4221, 35.0, 0.772, 2.0, 2.0, 0.4, 0.77, 0.0, 5000.0, 3.0, 35.0, 102.0, 1.0]
[5.5783, 26.0, 0.94, 0.0, 0.0, 0.5, 0.4, 0.0, 5000.0, 3.0, 20.0, 91.0, 1.0]
[5.3286, 30.0, 0.965, 1.0, 2.0, 0.5, 0.48, 0.0, 5000.0, 3.0, 37.0, 86.0, 1.0]
[5.321, 30.0, 0.873, 3.0, 1.0, 0.5, 0.85, 0.0, 5000.0, 3.0, 38.0, 106.0, 1.0]
[7.5415, 28.0, 0.937, 2.0, 3.0, 0.1, 0.72, 0.0, 5000.0, 2.0, 29.0, 101.0, 1.0]
[5.3236, 30.0, 0.993, 3.0, 1.0, 0.3, 0.98, 0.0, 5000.0, 1.0, 27.0, 116.0, 1.0]
[5.8782, 30.0, 0.97, 1.0, 1.0, 0.7, 0.22, 0.0, 5000.0, 1.0, 21.0, 94.0, 1.0]
[6.9395, 30.0, 0.897, 2.0, 1.0, 0.3, 0.27, 0.0, 5000.0, 2.0, 15.0, 110.0, 1.0]
[7.6131, 30.0, 0.945, 3.0, 3.0, 0.2, 0.12, 1.0, 5000.0, 2.0, 10.0, 94.0, 1.0]
[6.6605, 29.0, 0.737, 0.0, 0.0, 0.6, 0.74, 1.0, 5000.0, 2.0, 36.0, 97.0, 1.0]
[5.0101, 27.0, 0.793, 2.0, 1.0, 0.2, 0.93, 0.0, 5000.0, 2.0, 17.0, 94.0, 1.0]
[5.985, 31.0, 0.868, 4.0, 1.0, 0.1, 0.15, 0.0, 5000.0, 2.0, 11.0, 104.0, 1.0]
[5.6413, 27.0, 0.917, 2.0, 2.0, 0.2, 0.21, 1.0, 5000.0, 2.0, 32.0, 83.0, 1.0]
[6.0856, 26.0, 0.747, 2.0, 1.0, 0.3, 0.51, 0.0, 5000.0, 2.0, 38.0, 81.0, 1.0]
[6.884, 29.0, 0.923, 1.0, 1.0, 0.4, 0.65, 0.0, 5000.0, 3.0, 14.0, 84.0, 1.0]
[6.7979, 29.0, 0.86, 3.0, 2.0, 0.7, 0.84, 1.0, 5000.0, 2.0, 37.0, 119.0, 1.0]
[5.9065, 25.0, 0.771, 3.0, 4.0, 0.4, 0.83, 1.0, 5000.0, 2.0, 31.0, 109.0, 1.0]
[6.2591, 34.0, 0.713, 0.0, 4.0, 0.5, 0.45, 0.0, 5000.0, 2.0, 20.0, 112.0, 1.0]
[6.5059, 32.0, 0.917, 2.0, 3.0, 0.2, 0.56, 0.0, 5000.0, 3.0, 16.0, 102.0, 1.0]
[7.1143, 35.0, 0.95, 2.0, 3.0, 0.2, 0.25, 0.0, 5000.0, 2.0, 16.0, 82.0, 1.0]
[5.2122, 37.0, 0.875, 4.0, 4.0, 0.7, 0.44, 0.0, 5000.0, 3.0, 38.0, 106.0, 1.0]
[5.7355, 32.0, 0.799, 2.0, 1.0, 0.4, 0.71, 1.0, 5000.0, 2.0, 20.0, 104.0, 1.0]
[5.3109, 31.0, 0.86, 4.0, 0.0, 0.5, 0.26, 1.0, 5000.0, 2.0, 23.0, 87.0, 1.0]
[7.8091, 30.0, 0.872, 2.0, 3.0, 0.5, 0.58, 0.0, 5000.0, 2.0, 17.0, 116.0, 1.0]
[6.0138, 31.0, 0.799, 2.0, 2.0, 0.3, 0.91, 0.0, 5000.0, 2.0, 32.0, 85.0, 1.0]
[5.3231, 33.0, 0.936, 2.0, 2.0, 0.3, 0.43, 1.0, 5000.0, 1.0, 33.0, 109.0, 1.0]
[7.1891, 28.0, 0.745, 3.0, 2.0, 0.1, 0.17, 1.0, 5000.0, 3.0, 16.0, 119.0, 1.0]
[6.7456, 33.0, 0.959, 3.0, 4.0, 0.6, 0.99, 1.0, 5000.0, 2.0, 13.0, 104.0, 1.0]
[7.2091, 33.0, 0.918, 1.0, 0.0, 0.4, 0.5, 0.0, 5000.0, 2.0, 26.0, 82.0, 1.0]
[7.2223, 32.0, 0.716, 0.0, 1.0, 0.6, 0.1, 0.0, 5000.0, 2.0, 28.0, 93.0, 1.0]
[6.2097, 29.0, 0.957, 1.0, 3.0, 0.4, 0.82, 0.0, 5000.0, 2.0, 33.0, 92.0, 1.0]
[5.3687, 32.0, 0.947, 3.0, 3.0, 0.6, 0.87, 1.0, 5000.0, 2.0, 36.0, 90.0, 1.0]
[5.3334, 30.0, 0.782, 3.0, 2.0, 0.3, 0.76, 0.0, 5000.0, 2.0, 35.0, 85.0, 1.0]
[7.283, 35.0, 0.722, 2.0, 3.0, 0.2, 0.63, 1.0, 5000.0, 2.0, 26.0, 93.0, 1.0]
[5.1806, 30.0, 0.869, 2.0, 3.0, 0.1, 0.64, 1.0, 5000.0, 2.0, 27.0, 84.0, 1.0]
[5.1942, 36.0, 0.894, 1.0, 2.0, 0.2, 0.8, 1.0, 5000.0, 2.0, 12.0, 90.0, 1.0]
[7.303, 28.0, 0.712, 0.0, 3.0, 0.1, 0.15, 0.0, 5000.0, 3.0, 14.0, 97.0, 1.0]
[5.7493, 32.0, 0.725, 1.0, 0.0, 0.6, 0.52, 1.0, 5000.0, 2.0, 30.0, 82.0, 1.0]
[5.6411, 31.0, 0.946, 2.0, 2.0, 0.6, 0.62, 0.0, 5000.0, 3.0, 34.0, 119.0, 1.0]
[6.9541, 30.0, 0.762, 3.0, 1.0, 0.5, 0.57, 1.0, 5000.0, 1.0, 15.0, 102.0, 1.0]
[7.2809, 28.0, 0.938, 1.0, 2.0, 0.4, 0.55, 0.0, 5000.0, 3.0, 21.0, 80.0, 1.0]
[6.5455, 30.0, 0.829, 1.0, 3.0, 0.6, 0.86, 0.0, 5000.0, 3.0, 34.0, 100.0, 1.0]
[5.5665, 31.0, 0.805, 4.0, 4.0, 0.6, 0.47, 0.0, 5000.0, 1.0, 39.0, 99.0, 1.0]
[6.2959, 26.0, 0.849, 1.0, 2.0, 0.2, 0.29, 0.0, 5000.0, 1.0, 38.0, 97.0, 1.0]
[5.7283, 25.0, 0.838, 3.0, 2.0, 0.5, 0.7, 0.0, 5000.0, 3.0, 26.0, 97.0, 1.0]
[5.8817, 27.0, 0.985, 3.0, 2.0, 0.3, 0.91, 0.0, 5000.0, 1.0, 38.0, 120.0, 1.0]
[6.3905, 30.0, 0.739, 3.0, 1.0, 0.3, 0.83, 1.0, 5000.0, 2.0, 15.0, 114.0, 1.0]
[7.111, 31.0, 0.807, 1.0, 2.0, 0.3, 0.91, 0.0, 5000.0, 1.0, 32.0, 95.0, 1.0]
[5.7605, 30.0, 0.8, 3.0, 2.0, 0.6, 0.39, 1.0, 5000.0, 1.0, 34.0, 97.0, 1.0]
[6.6483, 32.0, 0.981, 2.0, 3.0, 0.2, 0.16, 0.0, 5000.0, 3.0, 22.0, 118.0, 1.0]
[5.9685, 32.0, 0.975, 1.0, 2.0, 0.3, 0.14, 0.0, 5000.0, 1.0, 12.0, 97.0, 1.0]
[6.6565, 33.0, 0.898, 3.0, 4.0, 0.3, 0.4, 1.0, 5000.0, 3.0, 39.0, 116.0, 1.0]
[5.3703, 34.0, 0.868, 3.0, 3.0, 0.5, 0.15, 1.0, 5000.0, 1.0, 28.0, 110.0, 1.0]
[7.1453, 28.0, 0.723, 3.0, 1.0, 0.2, 0.94, 1.0, 5000.0, 2.0, 14.0, 101.0, 1.0]
[7.46, 32.0, 0.96, 3.0, 4.0, 0.4, 0.14, 1.0, 5000.0, 2.0, 17.0, 105.0, 1.0]
[6.4081, 29.0, 0.776, 3.0, 3.0, 0.2, 0.55, 0.0, 5000.0, 3.0, 19.0, 81.0, 1.0]
[5.7214, 25.0, 0.869, 2.0, 3.0, 0.4, 0.17, 1.0, 5000.0, 3.0, 19.0, 90.0, 1.0]
[5.2627, 33.0, 0.962, 3.0, 1.0, 0.3, 0.36, 0.0, 5000.0, 3.0, 20.0, 114.0, 1.0]
[6.332, 27.0, 0.898, 1.0, 3.0, 0.3, 0.35, 1.0, 5000.0, 1.0, 35.0, 108.0, 1.0]
[7.0223, 28.0, 0.72, 2.0, 3.0, 0.4, 0.81, 0.0, 5000.0, 2.0, 32.0, 92.0, 1.0]
[5.8278, 29.0, 0.869, 2.0, 2.0, 0.2, 0.46, 0.0, 5000.0, 2.0, 15.0, 83.0, 1.0]
[5.0753, 30.0, 0.958, 3.0, 3.0, 0.6, 0.64, 0.0, 5000.0, 2.0, 26.0, 108.0, 1.0]
[6.5339, 31.0, 0.999, 1.0, 2.0, 0.3, 0.54, 0.0, 5000.0, 1.0, 21.0, 102.0, 1.0]
[6.7147, 32.0, 0.944, 1.0, 1.0, 0.2, 0.11, 0.0, 5000.0, 2.0, 39.0, 117.0, 1.0]
[5.7963, 32.0, 0.812, 4.0, 0.0, 0.3, 0.76, 0.0, 5000.0, 2.0, 28.0, 112.0, 1.0]
[6.4721, 35.0, 0.768, 0.0, 4.0, 0.6, 0.41, 0.0, 5000.0, 2.0, 12.0, 118.0, 1.0]
[6.4572, 29.0, 0.978, 0.0, 3.0, 0.2, 0.88, 1.0, 5000.0, 2.0, 18.0, 101.0, 1.0]
[5.6188, 34.0, 0.832, 3.0, 1.0, 0.3, 0.23, 0.0, 5000.0, 2.0, 35.0, 81.0, 1.0]
[5.6444, 25.0, 0.997, 1.0, 2.0, 0.4, 0.54, 0.0, 5000.0, 3.0, 30.0, 86.0, 1.0]
[6.6463, 30.0, 0.913, 2.0, 4.0, 0.2, 0.56, 0.0, 5000.0, 2.0, 13.0, 92.0, 1.0]
[7.6766, 34.0, 0.886, 2.0, 2.0, 0.4, 0.18, 1.0, 5000.0, 2.0, 30.0, 81.0, 1.0]
[6.6449, 31.0, 0.9, 1.0, 2.0, 0.2, 0.48, 0.0, 5000.0, 2.0, 13.0, 105.0, 1.0]
[6.23, 34.0, 0.75, 4.0, 0.0, 0.2, 0.28, 1.0, 5000.0, 2.0, 28.0, 118.0, 1.0]
[7.0073, 30.0, 0.997, 1.0, 3.0, 0.1, 0.97, 0.0, 5000.0, 1.0, 28.0, 112.0, 1.0]
[6.3566, 29.0, 0.786, 2.0, 1.0, 0.4, 0.13, 0.0, 5000.0, 2.0, 37.0, 81.0, 1.0]
[7.2476, 37.0, 0.803, 1.0, 0.0, 0.6, 0.15, 1.0, 5000.0, 2.0, 28.0, 119.0, 1.0]
[5.3383, 29.0, 0.824, 1.0, 4.0, 0.6, 0.17, 0.0, 5000.0, 2.0, 28.0, 111.0, 1.0]
[6.7798, 32.0, 0.794, 3.0, 2.0, 0.5, 0.65, 1.0, 5000.0, 1.0, 23.0, 95.0, 1.0]
[6.2234, 28.0, 0.917, 4.0, 1.0, 0.7, 0.41, 1.0, 5000.0, 3.0, 34.0, 109.0, 1.0]
[6.5274, 32.0, 0.815, 3.0, 2.0, 0.2, 0.19, 0.0, 5000.0, 1.0, 37.0, 112.0, 1.0]
[6.1617, 30.0, 0.953, 2.0, 1.0, 0.3, 0.8, 1.0, 5000.0, 2.0, 40.0, 106.0, 1.0]
[7.3241, 27.0, 0.774, 2.0, 4.0, 0.4, 0.51, 1.0, 5000.0, 1.0, 18.0, 111.0, 1.0]
[7.4214, 34.0, 0.782, 3.0, 3.0, 0.6, 0.23, 1.0, 5000.0, 2.0, 31.0, 89.0, 1.0]
[6.138, 32.0, 0.891, 3.0, 3.0, 0.2, 0.97, 0.0, 5000.0, 3.0, 20.0, 83.0, 1.0]
[6.441, 26.0, 0.988, 1.0, 0.0, 0.4, 0.27, 0.0, 5000.0, 2.0, 14.0, 111.0, 1.0]
[5.9328, 34.0, 0.831, 1.0, 2.0, 0.2, 0.16, 0.0, 5000.0, 2.0, 24.0, 120.0, 1.0]
[5.7167, 25.0, 0.962, 3.0, 1.0, 0.2, 0.94, 1.0, 5000.0, 2.0, 31.0, 107.0, 1.0]
[5.0961, 30.0, 0.771, 3.0, 4.0, 0.5, 0.59, 1.0, 5000.0, 2.0, 34.0, 81.0, 1.0]
[5.5119, 32.0, 0.876, 4.0, 1.0, 0.4, 0.45, 1.0, 5000.0, 3.0, 29.0, 111.0, 1.0]
[6.6018, 32.0, 0.861, 2.0, 2.0, 0.7, 0.71, 1.0, 5000.0, 1.0, 15.0, 89.0, 1.0]
[5.7723, 33.0, 0.976, 1.0, 3.0, 0.6, 0.41, 1.0, 5000.0, 2.0, 39.0, 88.0, 1.0]
[6.0929, 30.0, 0.803, 3.0, 0.0, 0.2, 0.86, 1.0, 5000.0, 1.0, 12.0, 90.0, 1.0]
[5.1656, 26.0, 0.795, 2.0, 3.0, 0.5, 0.83, 0.0, 5000.0, 2.0, 32.0, 110.0, 1.0]
[7.0307, 31.0, 0.979, 1.0, 2.0, 0.5, 0.25, 1.0, 5000.0, 3.0, 29.0, 115.0, 1.0]
[5.8243, 29.0, 0.906, 2.0, 3.0, 0.6, 0.62, 0.0, 5000.0, 3.0, 27.0, 85.0, 1.0]
[5.6591, 28.0, 0.953, 2.0, 3.0, 0.5, 0.63, 1.0, 5000.0, 2.0, 39.0, 120.0, 1.0]
[6.3054, 30.0, 0.785, 2.0, 1.0, 0.3, 0.28, 0.0, 5000.0, 2.0, 24.0, 93.0, 1.0]
[6.3094, 34.0, 0.892, 3.0, 2.0, 0.3, 0.24, 1.0, 5000.0, 1.0, 27.0, 90.0, 1.0]
[6.9814, 27.0, 0.801, 2.0, 2.0, 0.4, 0.8, 1.0, 5000.0, 2.0, 34.0, 95.0, 1.0]
[7.5627, 33.0, 0.728, 2.0, 4.0, 0.7, 0.61, 1.0, 5000.0, 3.0, 21.0, 105.0, 1.0]
[6.73, 32.0, 0.882, 2.0, 1.0, 0.1, 0.21, 0.0, 5000.0, 1.0, 29.0, 88.0, 1.0]
[6.014, 34.0, 0.779, 1.0, 2.0, 0.2, 0.85, 1.0, 5000.0, 3.0, 17.0, 89.0, 1.0]
[5.8197, 27.0, 0.797, 3.0, 2.0, 0.3, 0.67, 0.0, 5000.0, 2.0, 32.0, 99.0, 1.0]
[5.9885, 31.0, 0.703, 2.0, 1.0, 0.1, 0.95, 0.0, 5000.0, 3.0, 20.0, 117.0, 1.0]
[5.6805, 29.0, 0.977, 1.0, 4.0, 0.2, 1.0, 1.0, 5000.0, 1.0, 26.0, 84.0, 1.0]
[6.0468, 34.0, 0.962, 1.0, 3.0, 0.6, 0.62, 0.0, 5000.0, 2.0, 36.0, 92.0, 1.0]
[6.1858, 31.0, 0.709, 1.0, 3.0, 0.4, 0.38, 0.0, 5000.0, 2.0, 39.0, 110.0, 1.0]
[7.4581, 27.0, 0.815, 1.0, 1.0, 0.2, 0.47, 0.0, 5000.0, 3.0, 19.0, 115.0, 1.0]
[6.3861, 27.0, 0.907, 2.0, 0.0, 0.6, 0.83, 0.0, 5000.0, 2.0, 10.0, 90.0, 1.0]
[6.4894, 37.0, 0.794, 3.0, 2.0, 0.4, 0.86, 1.0, 5000.0, 2.0, 18.0, 87.0, 1.0]
[6.9412, 27.0, 0.815, 2.0, 1.0, 0.3, 0.91, 0.0, 5000.0, 2.0, 14.0, 100.0, 1.0]
[5.2399, 34.0, 0.814, 3.0, 0.0, 0.7, 0.77, 0.0, 5000.0, 3.0, 22.0, 112.0, 1.0]
[5.4758, 30.0, 0.9, 1.0, 2.0, 0.2, 0.49, 0.0, 5000.0, 3.0, 14.0, 83.0, 1.0]
[7.0091, 28.0, 0.987, 1.0, 2.0, 0.1, 0.46, 1.0, 5000.0, 3.0, 31.0, 119.0, 1.0]
[6.3126, 30.0, 0.881, 3.0, 2.0, 0.1, 0.75, 1.0, 5000.0, 1.0, 35.0, 90.0, 1.0]
[5.4538, 33.0, 0.711, 3.0, 3.0, 0.7, 0.77, 0.0, 5000.0, 1.0, 12.0, 93.0, 1.0]
[5.8957, 30.0, 0.743, 1.0, 1.0, 0.4, 0.69, 1.0, 5000.0, 2.0, 28.0, 92.0, 1.0]
